UniqueCount	AmbigCount
0	2153
35	2237
0	2155
0	2247
10	2246
7	2258
0	2171
0	2161
0	2157
0	119
0	110
10	0
0	548
16	596
0	68
0	234
0	68
1	1262
137	1262
162	0
73	0
0	0
0	0
0	53
98	108
0	45
0	4
0	4
0	4
0	1
0	0
0	1
32	0
662	0
0	0
0	2
2	2
0	1961
24	1961
0	0
419	0
1	0
328	2
116	2
1	34
0	22
2	211
0	215
5	286
0	275
143	287
11	0
165	0
0	71
0	90
0	96
0	74
0	68
0	34
0	77
0	78
2	8
0	74
0	100
0	95
0	77
0	34
0	68
0	97
0	77
0	72
0	78
0	0
0	108
0	108
0	108
0	105
46	1
0	175
0	175
52	406
0	406
7	537
5	559
4	546
0	566
163	0
1106	0
0	12
0	5
6	12
0	112
3	111
476	111
0	112
0	83
1	83
0	90
0	93
0	68
0	316
0	313
263	10
121	0
2245	0
0	108
0	108
0	117
0	108
0	111
0	108
2	52
0	22
0	690
2	520
0	443
0	455
18	519
0	686
2	690
3	520
0	2
0	2
0	38
0	38
15	400
3	400
0	385
0	64
0	64
921	62
2	62
327	0
261	0
0	0
0	118
4	118
0	0
187	0
1263	0
53	87
0	352
0	422
0	112
0	116
0	352
3	444
0	444
1388	0
0	0
0	0
1	697
0	697
0	0
197	2
0	8
1	7
0	7
0	0
3328	0
6	0
4	0
43	0
0	116
0	95
0	0
370	0
0	44
43	44
0	653
0	653
0	654
5	654
2	653
598	0
0	19
0	15
0	19
0	0
0	0
0	326
0	365
0	338
0	326
0	365
0	366
0	114
0	64
0	115
0	132
0	116
0	134
0	2
0	976
14	968
1	969
0	971
0	0
0	0
0	0
0	4
0	4
1	228
20	228
0	210
21	108
0	107
0	108
0	108
0	107
0	108
0	108
187	430
1	714
0	0
0	0
0	0
1066	2719
0	2719
0	1
0	1
0	1
0	1
0	1
0	1
115	5565
1	5565
0	18
0	20
0	19
0	18
0	19
0	0
0	0
0	0
1	415
32	208
18	203
1	410
0	370
0	1020
0	1020
0	1023
3	1023
0	0
0	140
0	140
26	927
0	927
0	0
0	78
28	78
6	0
1	1415
0	1415
0	0
0	738
0	738
0	429
206	0
1	0
0	0
265	0
2	547
0	547
0	0
0	0
0	8
0	8
0	267
0	267
0	267
368	0
0	111
0	111
11	210
1	210
61	28
0	28
0	291
0	295
0	461
0	457
0	0
0	0
10	1046
0	1046
0	1045
0	1046
13	1045
0	1045
0	1045
534	0
2	92
0	92
4	705
0	518
0	0
0	0
0	247
0	247
0	837
1	837
0	2
3	25
1	104
0	104
0	52
0	52
0	51
0	42
0	47
0	21
0	21
2	248
0	236
0	198
0	10
50	9
1	9
4	816
0	762
0	818
2	1263
0	1263
0	1262
0	1262
0	62
0	63
0	62
0	62
0	63
0	63
4655	0
147	0
0	0
0	0
0	543
0	544
0	544
0	545
0	0
0	121
0	121
20427	0
7	3
0	174
0	174
0	174
0	0
0	234
0	232
78	40
251	0
0	1
1	1
0	0
1065	0
9792	68280
0	0
0	0
0	15
1	39
0	39
0	15
0	39
0	15
0	39
0	10
0	10
0	117
0	105
0	106
5	0
53	0
0	9
0	101
0	0
0	0
0	0
10	236
0	236
46	0
0	211
0	211
0	211
0	105
8	0
0	406
6	395
0	406
254	1
2	0
0	0
0	0
0	0
0	0
9	20
0	0
0	568
1	559
0	527
0	543
0	78
0	78
1	78
115	419
0	335
2	417
8	0
0	0
14	0
9	0
1	3
403	0
205	2
7	0
0	2
1	0
0	2
277	19
270	0
0	0
1278	0
64	0
0	104
6	104
0	118
0	114
2	118
1	0
0	186
15	186
56	0
0	389
0	389
0	0
18	0
142	0
0	49
0	49
0	48
51	66
0	24
0	64
0	18
0	23
49	2743
1	2743
1	2635
0	2620
83	11657
0	11657
19	0
248	0
0	0
0	20512
1755	20512
0	0
0	0
1	2
197	0
1	5361
0	5367
6	5367
0	5368
0	0
0	70
13	70
1118	0
0	33
1	33
0	33
447	0
0	142
30	142
0	1
1234	27
0	1
0	1
0	0
0	1
1	0
0	37
0	44
0	37
1	44
17	1581
0	1581
189	64
0	362
1	273
0	362
10143	0
29	0
3	908
3	908
4	6
1	6
0	2
0	2
0	2
0	2
182	0
14	0
0	0
0	0
0	0
2	149
0	141
0	0
0	0
8	0
0	63
0	30
0	64
0	51
0	63
0	51
0	33
1	61
118	10
17	0
1	219
261	218
0	144
0	1654
0	1655
0	1656
2	1696
0	1655
0	1653
0	1633
0	1653
0	1651
6	14768
95	14835
0	14835
0	0
0	0
0	0
82	0
0	607
32	769
0	134
0	664
7	134
0	0
0	0
0	56
0	56
0	2089
1	2089
0	0
402	0
0	1
0	1
0	0
0	0
0	0
0	201
0	201
43	0
0	0
0	113
2	134
0	365
0	344
663	43557
26	41986
0	33888
24	43310
1	43555
0	43070
22	33843
0	33617
0	42017
1	0
3	1027
0	1022
0	1026
0	280
0	280
6	768
0	762
1	393
0	787
0	785
0	785
1	745
0	769
0	780
96	0
98	775
0	773
1	775
162	0
246	1
0	0
127	138
0	138
248	0
0	19
0	19
0	161
0	102
0	160
0	160
3	886
5	886
1	0
0	0
7	310
5	310
431	7
15	1218
0	1218
1	0
3	0
6	2320
0	2320
0	0
0	0
0	0
0	0
268	0
35	0
0	118
0	117
1	118
0	109
0	117
75	0
352	5
2	0
0	3415
17	3415
0	2
0	2
0	2
3	0
0	0
7685	0
0	42
0	42
0	41
0	5
0	41
0	41
0	42
0	5
0	41
1	2
0	8
0	8
2	0
2	0
0	7
0	190
5	190
0	0
2	0
0	28
0	28
0	0
0	0
550	11
209	0
143	5
18	2019
0	2019
48	1980
0	0
0	0
9	0
0	200
0	200
2075	0
41	0
0	29
0	40
0	40
0	4
0	28
0	28
0	39
0	28
6	0
1	0
0	25
0	25
1	0
3	115
0	115
1	0
0	0
0	0
0	0
0	0
8	150
0	70
16	0
0	52
0	53
0	53
0	52
7	0
3	195
0	195
408	0
39	58
772	0
77	0
0	0
1	195
2	195
558	0
104	2
356	0
0	2
0	2
0	2
0	50
0	50
0	40
0	293
0	303
762	0
0	0
531	0
17	0
0	0
1	0
0	4
0	4
0	4
0	4
3	0
362	8
0	285
0	432
0	424
0	268
0	432
2	0
0	0
1	3
1	2890
1	2891
0	2890
12	2890
0	2891
0	113
1	118
0	2
0	2
0	1
0	1
1	1758
3	1759
0	1759
0	1759
0	17
0	17
165	0
25	1702
0	1702
19	0
2070	0
2	0
31	371
5	371
5	0
0	0
0	78
0	78
270	0
0	0
0	213
4	206
0	213
0	3
0	3
0	700
2	775
25	810
0	648
0	648
6	152
0	675
0	0
0	0
3	0
4	1
0	24
0	34
0	33
0	16
0	25
0	32
0	3
0	3
276	0
2	0
0	73
0	277
5	277
244	0
0	120
0	117
0	75
0	104
0	1121
0	1068
0	1128
0	1068
73	1
9	1187
0	1187
0	676
0	676
0	84
5	53
0	84
0	53
5	84
321	0
0	308
1	263
2	263
8	25
976	0
150	226
