UniqueCount	AmbigCount
0	3122
32	3166
0	3145
0	3195
9	3166
8	3196
0	3146
0	3127
0	3123
6	75
0	75
0	0
0	617
33	707
0	80
4	80
0	80
0	1763
153	1763
138	0
20	0
0	24
0	24
0	64
74	64
0	55
0	2
0	2
0	2
0	10
0	4
0	10
14	0
562	0
0	0
0	1
2	1
0	3408
7	3408
2	0
226	0
0	0
615	1
55	0
1	17
0	17
1	284
0	282
6	393
0	170
71	170
88	0
229	0
0	136
0	161
0	168
0	137
0	130
0	68
0	138
0	138
4	19
0	137
0	180
0	168
0	138
2	68
0	129
0	179
0	138
0	136
0	138
0	0
0	126
0	126
0	125
1	124
48	5
0	130
0	130
95	317
0	317
6	550
4	566
6	557
0	573
213	0
1317	0
0	18
0	10
10	21
0	185
3	185
690	185
0	185
0	90
1	90
0	90
0	91
0	64
9	378
0	378
218	0
65	0
2427	0
0	33
0	32
0	41
0	32
0	41
0	32
2	34
0	34
0	756
1	612
0	520
2	531
28	609
0	748
1	756
2	612
0	4
0	4
0	87
0	87
39	995
4	995
0	973
0	69
0	69
1005	55
1	55
459	0
163	0
0	0
0	78
23	78
0	0
389	0
946	0
59	610
0	448
0	503
0	129
0	134
0	448
1	520
0	520
1172	0
0	0
0	0
0	1069
0	1069
0	0
143	0
0	0
1	9
1	9
0	0
4789	0
9	0
0	0
89	0
0	52
0	31
0	0
379	0
1	35
55	35
0	297
0	297
1	297
7	297
1	297
1739	0
0	5
0	4
0	5
0	0
0	0
0	317
0	367
0	332
0	316
1	370
0	371
0	103
0	59
0	100
0	127
0	105
0	128
0	0
1	924
14	910
0	914
0	915
0	0
0	0
0	0
0	3
0	3
0	205
35	205
0	180
16	107
0	106
0	106
0	107
0	105
0	107
0	106
320	0
0	741
1	0
0	0
0	0
1944	4108
0	4108
0	0
0	0
0	0
0	0
0	0
0	0
223	9520
6	9520
0	8
0	8
0	8
0	8
0	8
0	0
0	0
0	0
7	886
178	532
72	525
0	880
0	818
0	1174
0	1174
0	1176
19	1176
0	0
0	81
0	81
31	1824
0	1824
0	0
0	42
18	42
2	0
0	1016
0	1016
1	0
0	59
0	59
0	51
162	0
0	0
0	0
190	0
0	525
0	525
0	0
1	0
0	2
0	2
0	248
0	248
0	248
264	0
1	132
0	132
20	229
0	229
57	49
0	49
0	239
0	245
0	417
0	411
0	0
0	0
6	712
0	713
0	711
0	715
4	713
0	713
0	713
395	0
6	112
0	112
6	425
0	425
0	0
0	0
0	232
0	232
0	590
1	590
0	0
0	0
1	84
0	84
0	14
0	14
0	14
0	13
0	13
0	8
0	8
2	225
0	225
0	199
0	13
52	13
1	8
1	759
1	723
0	764
0	988
1	988
0	986
0	985
0	0
0	0
0	0
0	0
0	0
0	0
21168	0
248	0
0	0
0	0
0	563
0	564
0	564
0	564
0	0
0	84
4	84
14256	0
4	0
0	133
0	133
0	133
0	0
0	240
0	231
73	0
396	0
0	0
0	0
0	0
804	0
128089	752956
3	0
0	0
0	32
0	67
0	64
0	30
0	64
0	30
0	66
0	23
0	23
11	33
0	33
0	33
0	0
52	0
0	14
3	14
0	0
0	0
0	0
10	174
0	174
69	0
0	288
3	288
0	288
0	177
10	0
0	403
6	387
1	400
217	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	529
0	498
0	468
0	486
0	61
0	61
0	61
113	302
0	237
3	301
2	0
0	0
6	0
8	0
0	0
429	0
201	0
6	0
0	3
2	0
0	3
267	0
254	0
0	0
590	0
61	0
0	155
6	155
0	187
0	170
1	187
0	0
0	206
3	206
31	0
0	363
0	363
0	0
15	0
122	0
0	26
0	26
0	26
41	64
0	26
0	63
0	13
0	25
75	2707
4	2706
0	2641
0	2624
118	24669
0	24669
28	0
205	0
0	0
0	4719
56	4719
0	0
0	0
0	0
224	0
0	3794
1	3795
0	3795
0	3795
0	0
0	2
4	2
1030	0
0	29
0	28
0	29
386	0
0	93
37	93
0	0
1205	0
0	0
0	0
0	0
1	0
0	0
0	26
0	33
0	26
0	33
12	1905
0	1905
167	1
0	176
0	144
0	176
11285	0
4	0
5	521
2	521
1	15
1	15
0	7
0	7
0	7
0	7
153	0
0	0
0	0
0	0
0	0
0	120
0	114
0	0
0	0
1	0
0	38
0	16
0	38
0	32
0	42
0	28
0	21
3	41
88	0
0	0
0	187
207	187
0	142
0	1656
0	1653
0	1653
20	1661
0	1653
0	1650
0	1622
0	1653
0	1650
4	25523
193	25540
0	25540
0	0
0	0
0	0
71	0
0	529
36	699
1	75
0	560
4	75
0	0
0	0
0	47
1	47
0	4109
2	4109
0	0
329	0
0	0
0	0
0	0
0	0
0	0
0	200
0	200
19	0
0	0
0	73
4	73
1	88
0	88
864	42888
21	41016
0	31727
1	42737
0	42889
0	42072
34	31651
0	31570
0	40475
3	0
17	1236
4	1232
0	1238
0	325
0	322
9	685
0	680
0	359
0	699
0	700
0	700
0	667
0	686
0	695
40	0
62	542
1	542
0	542
139	0
229	0
0	0
135	153
0	153
285	0
0	15
0	15
0	110
0	70
1	111
0	111
0	813
3	813
0	0
0	0
10	277
4	277
275	0
37	2347
0	2347
0	0
0	0
1	1854
0	1854
0	0
0	0
0	0
0	0
326	0
53	0
0	117
0	114
0	116
0	107
0	113
88	0
294	0
2	0
0	2590
42	2590
0	1
0	1
0	1
0	0
0	0
4448	0
0	7
0	7
0	7
0	2
0	7
0	7
0	8
0	2
0	7
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	20
0	0
0	0
783	1
148	0
127	0
22	711
0	711
4	685
0	0
0	0
3	0
0	188
1	188
1429	0
7	0
0	12
0	15
0	15
0	3
0	12
0	12
0	15
0	12
4	0
0	0
0	26
0	26
0	0
29	174
0	174
7	0
0	0
0	0
0	0
0	0
10	48
0	48
3	0
0	89
0	90
0	90
0	89
14	0
8	242
0	242
176	0
24	0
114	0
16	0
0	0
0	100
0	100
377	0
84	0
82	0
0	2
0	2
0	2
2	27
0	27
0	23
0	178
0	182
576	0
0	0
880	0
9	0
0	0
1	0
0	2
0	2
0	1
0	1
0	0
569	29
0	136
0	145
0	140
0	128
0	145
0	0
0	0
4	0
1	3435
0	3435
1	3435
3	3435
0	3435
0	65
2	65
0	0
0	0
0	0
0	0
0	1856
2	1856
0	1856
0	1856
0	3
0	3
115	0
5	1311
0	1311
25	0
4582	0
1	0
5	57
1	57
6	0
2	0
0	32
0	32
223	0
0	0
0	425
2	424
0	425
0	0
0	0
1	1223
7	1228
44	1313
0	1063
0	1061
21	233
0	1090
0	0
0	0
1	0
3	0
0	14
0	15
0	15
0	12
0	14
0	15
0	0
0	0
406	0
0	0
0	33
0	120
2	120
112	0
0	164
0	161
0	102
3	155
0	1326
0	1257
0	1328
0	1257
5	0
2	872
0	872
0	213
0	213
1	112
2	63
0	112
0	63
6	112
259	0
67	203
1	203
3	203
0	0
1987	0
286	354
4	355
0	140
11	140
0	0
350	44
4	44
0	693
0	690
0	679
0	78
10	78
0	78
59	135
0	135
12	0
0	396
0	395
0	352
0	399
0	400
0	213
1	0
21	0
0	150
7	150
442	0
0	0
0	3848
190	3848
0	3838
0	3848
2	3848
0	3837
127	0
31	0
0	244
3	244
0	86
1	99
0	29
0	283
0	283
0	67
4	286
0	256
0	287
0	256
0	270
0	287
1	260
14	0
0	0
0	0
3329	0
0	12
0	12
0	12
5	0
0	0
30	0
0	158
0	489
0	489
0	493
0	155
0	154
0	160
0	493
0	158
0	158
1	156
0	3
0	3
0	1235
21	804
0	1234
0	75
0	56
0	56
0	75
0	76
0	65
0	56
0	75
0	66
0	76
0	76
0	72
0	66
0	75
0	76
0	76
0	72
0	75
0	76
0	76
7	7234
0	7234
0	1
0	1
7	0
0	10
0	21
0	0
0	11
0	11
0	11
0	11
0	11
0	11
0	10
0	10
0	11
0	11
0	15
0	11
0	11
0	21
0	11
0	11
0	11
0	11
1	72
0	72
1487	0
0	0
0	0
0	0
234	0
0	43
0	43
0	43
11	442
0	442
146	247
0	0
0	7
18	7
163	526
0	526
0	523
0	0
0	0
154	0
10	400
0	400
0	0
0	0
1	1018
277	1018
0	5
11	5
0	5
0	45
0	183
1	187
0	183
0	183
2	183
0	175
0	183
0	187
0	2
0	2
1	246
4	327
2	331
172	153
0	329
2	331
0	96
7	96
0	7031
0	7031
0	0
0	0
0	0
1	633
0	633
13197	0
211	0
0	0
46	0
20	0
53	132
2	132
0	5
0	82
0	82
0	23
236	0
0	0
0	0
0	320
0	614
3	614
1	45
16	878
0	324
0	614
3	0
0	0
132	0
3	0
181	0
0	191
9	191
270	0
0	0
230	0
0	24
0	25
33	27
0	13
0	16
5	904
0	898
4	894
0	249
0	248
2	194
1	183
3	194
0	174
0	174
0	0
0	0
53	0
0	387
0	401
0	386
0	397
0	400
0	398
0	45
1	45
0	639
60	994
0	985
0	990
0	997
0	391
0	993
0	392
0	391
0	202
3	202
13	0
1	1003
9	1025
1	1011
1	1027
62	1013
1	0
0	578
12	578
0	0
0	0
0	407
0	407
0	407
1	409
0	407
0	407
0	339
1073	0
0	0
12	0
0	81
1	81
0	0
0	0
0	0
0	10
1	10
0	10
0	10
0	2
283	0
3	0
5	4342
1	4341
0	4359
398	0
0	0
0	0
0	7369
0	7369
0	0
0	0
0	817
0	817
0	817
0	817
0	825
0	825
0	278
1	279
0	275
0	278
0	279
0	279
0	280
0	268
1	279
0	266
0	279
1	326
0	331
